"up"	"dbcode"	"pdbct"	"phmin"	"phmax"	"nonpolyct"	"phrange"	"name"
"http://purl.uniprot.org/uniprot/Q9S8T0"	"LECB4_ARTIN"	3	7.6	7.6	3	0	"Agglutinin beta-4 chain"
"http://purl.uniprot.org/uniprot/Q9S9F3"	"Q9S9F3_FAGES"	2	4.4	8	2	3.6	NA
"http://purl.uniprot.org/uniprot/Q9SBB4"	"Q9SBB4_ARATH"	3	5	8	2	3	NA
"http://purl.uniprot.org/uniprot/Q9SBR3"	"Q9SBR3_MENPI"	7	6.5	6.5	7	0	NA
"http://purl.uniprot.org/uniprot/Q9SBR4"	"Q9SBR4_MENPI"	7	6.5	6.5	7	0	NA
"http://purl.uniprot.org/uniprot/Q9SCY2"	"FKB13_ARATH"	2	7.9	7.9	1	0	"Peptidyl-prolyl cis-trans isomerase FKBP13, chloroplastic"
"http://purl.uniprot.org/uniprot/Q9SD76"	"PHS2_ARATH"	3	8.25	8.25	8	0	"Alpha-glucan phosphorylase 2, cytosolic"
"http://purl.uniprot.org/uniprot/Q9SE42"	"Q9SE42"	2	7.5	7.5	3	0	"Ribulose-phosphate 3-epimerase, cytoplasmic isoform"
"http://purl.uniprot.org/uniprot/Q9SE93"	"PNAE_RAUSE"	3	6.3	6.8	3	0.5	"Polyneuridine-aldehyde esterase"
"http://purl.uniprot.org/uniprot/Q9SGH6"	"Q9SGH6_ARATH"	2	8	8	9	0	"Alpha-dioxygenase 1"
"http://purl.uniprot.org/uniprot/Q9SIY3"	"TTM3_ARATH"	4	5	7	6	2	"Triphosphate tunel metalloenzyme 3"
"http://purl.uniprot.org/uniprot/Q9SK39"	"SBP3_ARATH"	2	NA	NA	0	NA	"Probable steroid-binding protein 3"
"http://purl.uniprot.org/uniprot/Q9SLN8"	"Q9SLN8_TOBAC"	3	4.5	4.5	3	0	"2-alkenal reductase (NADP(+)-dependent)"
"http://purl.uniprot.org/uniprot/Q9SLP6"	"Q9SLP6_MAIZE"	4	7	7.5	3	0.5	NA
"http://purl.uniprot.org/uniprot/Q9SLV5"	"Q9SLV5_ARAHY"	2	4.6	4.6	3	0	NA
"http://purl.uniprot.org/uniprot/Q9SN68"	"Q9SN68_ARATH"	4	5.5	7.5	3	2	"Ras-related protein RABF2b"
"http://purl.uniprot.org/uniprot/Q9SP37"	"SAHH_LUPLU"	3	8	8	7	0	"Adenosylhomocysteinase"
"http://purl.uniprot.org/uniprot/Q9SPD4"	"Q9SPD4_9STRA"	2	8	9	4	1	NA
"http://purl.uniprot.org/uniprot/Q9SPP9"	"Q9SPP9_RAUSE"	8	7	7.5	8	0.5	"Raucaffricine-O-beta-D-glucosidase"
"http://purl.uniprot.org/uniprot/Q9SQF7"	"Q9SQF7_BRAJU"	3	4.2	6.6	2	2.4	NA
"http://purl.uniprot.org/uniprot/Q9SQL2"	"CB24_PEA"	5	6	6	14	0	"Chlorophyll a-b binding protein P4, chloroplastic"
"http://purl.uniprot.org/uniprot/Q9SQT8"	"DHQSD_ARATH"	2	5.6	5.6	5	0	"Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic"
"http://purl.uniprot.org/uniprot/Q9SRK5"	"LSF2_ARATH"	2	5.7	5.8	3	0.0999999999999996	"Phosphoglucan phosphatase LSF2, chloroplastic"
"http://purl.uniprot.org/uniprot/Q9SSM7"	"PYL3_ARATH"	5	6.5	8.5	8	2	"Abscisic acid receptor PYL3"
"http://purl.uniprot.org/uniprot/Q9SSV1"	"Q9SSV1_NICGU"	3	4.5	4.5	4	0	NA
"http://purl.uniprot.org/uniprot/Q9STC1"	"Q9STC1_9FLOR"	5	5	5	10	0	NA
"http://purl.uniprot.org/uniprot/Q9STG6"	"DUT_ARATH"	2	9	9	4	0	"Deoxyuridine 5'-triphosphate nucleotidohydrolase"
"http://purl.uniprot.org/uniprot/Q9SV68"	"QORH_ARATH"	3	NA	NA	3	NA	"Putative quinone-oxidoreductase homolog, chloroplastic"
"http://purl.uniprot.org/uniprot/Q9SWE5"	"HAL3A_ARATH"	2	6.3	6.3	3	0	"Phosphopantothenoylcysteine decarboxylase"
"http://purl.uniprot.org/uniprot/Q9SWS1"	"ACFR2_ARATH"	3	6	6	4	0	"Probable transmembrane ascorbate ferrireductase 2"
"http://purl.uniprot.org/uniprot/Q9SZ83"	"Y4967_ARATH"	2	6.5	6.5	1	0	"Uncharacterized oxidoreductase At4g09670"
"http://purl.uniprot.org/uniprot/Q9SZU7"	"Q9SZU7_ARATH"	7	6.5	7.5	8	1	"Probable esterase KAI2"
"http://purl.uniprot.org/uniprot/Q9T0I8"	"Q9T0I8_ARATH"	5	7.5	8.5	6	1	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase 1"
"http://purl.uniprot.org/uniprot/Q9T0N8"	"CKX1_MAIZE"	14	4.6	7	15	2.4	"Cytokinin dehydrogenase 1"
"http://purl.uniprot.org/uniprot/Q9T0V5"	"Q9T0V5"	4	7.5	7.5	7	0	NA
"http://purl.uniprot.org/uniprot/Q9T1C3"	"Q9T1C3_9CAUD"	2	7	8.5	2	1.5	NA
"http://purl.uniprot.org/uniprot/Q9T1V4"	"VG45_BPMU"	2	4.5	6.5	5	2	"Baseplate puncturing device gp45"
"http://purl.uniprot.org/uniprot/Q9TQH5"	"1A02_HUMAN"	6	6.5	6.5	4	0	NA
"http://purl.uniprot.org/uniprot/Q9TQS6"	"Q9TQS6_MACFA"	3	5	5.6	7	0.6	"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase"
"http://purl.uniprot.org/uniprot/Q9TTF5"	"Q9TTF5_BOVIN"	5	6	6	6	0	NA
"http://purl.uniprot.org/uniprot/Q9TUM0"	"TRFL_CAMDR"	3	8	8	3	0	"Lactotransferrin"
"http://purl.uniprot.org/uniprot/Q9TVF0"	"Q9TVF0_PLAVI"	3	8.5	8.5	5	0	NA
"http://purl.uniprot.org/uniprot/Q9TVW2"	"ADK_TOXGO"	10	6.1	8.5	12	2.4	"Adenosine kinase"
"http://purl.uniprot.org/uniprot/Q9TY14"	"Q9TY14"	2	6.5	7	2	0.5	NA
"http://purl.uniprot.org/uniprot/Q9TY95"	"SERA_PLAF7"	2	4.6	4.6	4	0	"Serine-repeat antigen protein"
"http://purl.uniprot.org/uniprot/Q9TYY1"	"Q9TYY1_CAEEL"	3	5.5	6	3	0.5	NA
"http://purl.uniprot.org/uniprot/Q9U1E1"	"Q9U1E1_LEIMA"	4	NA	NA	5	NA	"Nucleoside diphosphate kinase"
"http://purl.uniprot.org/uniprot/Q9U1K1"	"SPIR_DROME"	6	5.9	8.5	6	2.6	"Protein spire"
"http://purl.uniprot.org/uniprot/Q9U2M7"	"AP4A_CAEEL"	2	5.6	8.5	5	2.9	"Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]"
"http://purl.uniprot.org/uniprot/Q9U3P2"	"Q9U3P2_CAEEL"	3	4.5	8.3	6	3.8	"Synaptogenesis protein syg-2"
"http://purl.uniprot.org/uniprot/Q9U3Y8"	"Q9U3Y8_PLAFA"	2	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/Q9U556"	"Q9U556_BOMMO"	4	4.2	7	8	2.8	NA
"http://purl.uniprot.org/uniprot/Q9U5N6"	"Q9U5N6_LEIME"	4	4	4.5	4	0.5	"Fructose-bisphosphate aldolase"
"http://purl.uniprot.org/uniprot/Q9U6B8"	"CRCM1_DROME"	2	6.5	6.5	4	0	"Calcium release-activated calcium channel protein 1"
"http://purl.uniprot.org/uniprot/Q9U6Q0"	"Q9U6Q0_CAEEL"	3	7	7	2	0	NA
"http://purl.uniprot.org/uniprot/Q9U6Y3"	"GFPL_CLASP"	6	4.8	6.5	7	1.7	"GFP-like fluorescent chromoprotein cFP484"
"http://purl.uniprot.org/uniprot/Q9U6Y4"	"GFPL2_ZOASP"	3	7.5	9	2	1.5	"GFP-like fluorescent chromoprotein FP538"
"http://purl.uniprot.org/uniprot/Q9U6Y5"	"GFPL1_ZOASP"	3	6	7	1	1	"GFP-like fluorescent chromoprotein FP506"
"http://purl.uniprot.org/uniprot/Q9U6Y6"	"GFPL_ANEMA"	3	9.3	9.7	2	0.399999999999999	"GFP-like fluorescent chromoprotein amFP486"
"http://purl.uniprot.org/uniprot/Q9U6Y8"	"RFP_DISSP"	4	5	8.5	2	3.5	"Red fluorescent protein drFP583"
"http://purl.uniprot.org/uniprot/Q9U6Y8"	"DSRD_DISSP"	3	4.2	7	2	2.8	"Red fluorescent protein drFP583"
"http://purl.uniprot.org/uniprot/Q9U7C3"	"Q9U7C3_9TRYP"	4	4.8	4.8	3	0	NA
"http://purl.uniprot.org/uniprot/Q9U8G2"	"Q9U8G2_9TRYP"	5	5.6	7.5	1	1.9	NA
"http://purl.uniprot.org/uniprot/Q9U8X2"	"Q9U8X2_ENTHI"	3	7	8	4	1	NA
"http://purl.uniprot.org/uniprot/Q9U9J6"	"Q9U9J6_APIME"	20	4	7	11	3	NA
"http://purl.uniprot.org/uniprot/Q9U9R3"	"Q9U9R3_LEIDO"	4	8	8.5	1	0.5	"Peptidyl-prolyl cis-trans isomerase"
"http://purl.uniprot.org/uniprot/Q9UBE0"	"SAE1_HUMAN"	2	6.4	6.4	5	0	"SUMO-activating enzyme subunit 1"
"http://purl.uniprot.org/uniprot/Q9UBE0"	"ULE1A_HUMAN"	2	5.6	5.6	4	0	"SUMO-activating enzyme subunit 1"
"http://purl.uniprot.org/uniprot/Q9UBF8"	"PI4KB_HUMAN"	2	5.6	5.6	4	0	"Phosphatidylinositol 4-kinase beta"
"http://purl.uniprot.org/uniprot/Q9UBF9"	"MYOTI_HUMAN"	2	NA	NA	0	NA	"Myotilin"
"http://purl.uniprot.org/uniprot/Q9UBG0"	"MRC2_HUMAN"	2	7.5	7.5	3	0	"C-type mannose receptor 2"
"http://purl.uniprot.org/uniprot/Q9UBK2"	"PRGC1_HUMAN"	9	5.5	8.5	12	3	"Peroxisome proliferator-activated receptor gamma coactivator 1-alpha"
"http://purl.uniprot.org/uniprot/Q9UBK8"	"MTRR_HUMAN"	2	7.5	7.5	3	0	"Methionine synthase reductase"
"http://purl.uniprot.org/uniprot/Q9UBL3"	"ASH2L_HUMAN"	4	7	8.5	3	1.5	"Set1/Ash2 histone methyltransferase complex subunit ASH2"
"http://purl.uniprot.org/uniprot/Q9UBN7"	"HDAC6_HUMAN"	3	5.6	7	3	1.4	"Histone deacetylase 6"
"http://purl.uniprot.org/uniprot/Q9UBP0"	"SPAST_HUMAN"	2	4.6	6.5	1	1.9	"Spastin"
"http://purl.uniprot.org/uniprot/Q9UBQ7"	"GRHPR_HUMAN"	4	6.5	6.5	5	0	"Glyoxylate reductase/hydroxypyruvate reductase"
"http://purl.uniprot.org/uniprot/Q9UBR2"	"CATZ_HUMAN"	2	4.5	8	1	3.5	"Cathepsin Z"
"http://purl.uniprot.org/uniprot/Q9UBS5"	"GABR1_HUMAN"	9	5	7	12	2	"Gamma-aminobutyric acid type B receptor subunit 1"
"http://purl.uniprot.org/uniprot/Q9UBT2"	"SAE2_HUMAN"	4	6.4	6.4	5	0	"SUMO-activating enzyme subunit 2"
"http://purl.uniprot.org/uniprot/Q9UBT2"	"ULE1B_HUMAN"	2	5.6	5.6	4	0	"SUMO-activating enzyme subunit 2"
"http://purl.uniprot.org/uniprot/Q9UBT6"	"POLK_HUMAN"	8	5.8	7.75	7	1.95	"DNA polymerase kappa"
"http://purl.uniprot.org/uniprot/Q9UBU7"	"DBF4A_HUMAN"	4	7.5	7.5	6	0	"Protein DBF4 homolog A"
"http://purl.uniprot.org/uniprot/Q9UBU8"	"MO4L1_HUMAN"	5	6.3	7.8	1	1.5	"Mortality factor 4-like protein 1"
"http://purl.uniprot.org/uniprot/Q9UBU9"	"NXF1_HUMAN"	11	4.8	9.8	2	5	"Nuclear RNA export factor 1"
"http://purl.uniprot.org/uniprot/Q9UBV7"	"B4GT7_HUMAN"	2	6.5	8.5	6	2	"Beta-1,4-galactosyltransferase 7"
"http://purl.uniprot.org/uniprot/Q9UBW5"	"BIN2_HUMAN"	2	5.3	7.5	3	2.2	"Bridging integrator 2"
"http://purl.uniprot.org/uniprot/Q9UBW8"	"CSN7A_HUMAN"	2	5.4	5.4	1	0	"COP9 signalosome complex subunit 7a"
"http://purl.uniprot.org/uniprot/Q9UBZ9"	"REV1_HUMAN"	11	4.6	7.5	4	2.9	"DNA repair protein REV1"
"http://purl.uniprot.org/uniprot/Q9UDT6"	"CYLN2_HUMAN"	2	NA	NA	0	NA	"CAP-Gly domain-containing linker protein 2"
"http://purl.uniprot.org/uniprot/Q9UDY2"	"ZO2_HUMAN"	2	8.3	8.3	1	0	"Tight junction protein ZO-2"
"http://purl.uniprot.org/uniprot/Q9UDY8"	"MALT1_HUMAN"	8	5.5	7	4	1.5	"Mucosa-associated lymphoid tissue lymphoma translocation protein 1"
"http://purl.uniprot.org/uniprot/Q9UER7"	"DAXX_HUMAN"	8	6.2	7.6	3	1.4	"Death domain-associated protein 6"
"http://purl.uniprot.org/uniprot/Q9UEV6"	"ESR2_HUMAN"	2	5.9	7.8	3	1.9	NA
"http://purl.uniprot.org/uniprot/Q9UG22"	"GIMA2_HUMAN"	5	7.5	7.6	6	0.0999999999999996	"GTPase IMAP family member 2"
"http://purl.uniprot.org/uniprot/Q9UGI0"	"ZRAN1_HUMAN"	2	5.9	6.5	4	0.6	"Ubiquitin thioesterase ZRANB1"
"http://purl.uniprot.org/uniprot/Q9UGI8"	"TES_HUMAN"	2	6.5	6.5	2	0	"Testin"
"http://purl.uniprot.org/uniprot/Q9UGL1"	"KDM5B_HUMAN"	30	7.5	8	35	0.5	"Lysine-specific demethylase 5B"
"http://purl.uniprot.org/uniprot/Q9UGM1"	"ACHA9_HUMAN"	3	7	7.5	6	0.5	"Neuronal acetylcholine receptor subunit alpha-9"
"http://purl.uniprot.org/uniprot/Q9UGN5"	"PARP2_HUMAN"	4	8.5	9	6	0.5	"Poly [ADP-ribose] polymerase 2"
"http://purl.uniprot.org/uniprot/Q9UGP5"	"DPOLL_HUMAN"	30	5.5	8.5	23	3	"DNA polymerase lambda"
"http://purl.uniprot.org/uniprot/Q9UGP5"	"DPOL_HUMAN"	5	5.5	6	7	0.5	"DNA polymerase lambda"
"http://purl.uniprot.org/uniprot/Q9UH73"	"COE1_HUMAN"	2	5.9	9	6	3.1	"Transcription factor COE1"
"http://purl.uniprot.org/uniprot/Q9UH77"	"KLHL3_HUMAN"	2	4.3	7.5	4	3.2	"Kelch-like protein 3"
"http://purl.uniprot.org/uniprot/Q9UH99"	"SUN2_HUMAN"	5	6.5	8	4	1.5	"SUN domain-containing protein 2"
"http://purl.uniprot.org/uniprot/Q9UHA4"	"MK1I1_HUMAN"	3	7.5	9	1	1.5	"Ragulator complex protein LAMTOR3"
"http://purl.uniprot.org/uniprot/Q9UHB7"	"AFF4_HUMAN"	3	6.5	7.3	6	0.8	"AF4/FMR2 family member 4"
"http://purl.uniprot.org/uniprot/Q9UHD2"	"TBK1_HUMAN"	10	5.3	8.7	9	3.4	"Serine/threonine-protein kinase TBK1"
"http://purl.uniprot.org/uniprot/Q9UHD9"	"UBQL2_HUMAN"	2	NA	NA	0	NA	"Ubiquilin-2"
"http://purl.uniprot.org/uniprot/Q9UHI6"	"DDX20_HUMAN"	2	5.2	5.5	3	0.3	"Probable ATP-dependent RNA helicase DDX20"
"http://purl.uniprot.org/uniprot/Q9UHI8"	"ATS1_HUMAN"	4	7	7	9	0	"A disintegrin and metalloproteinase with thrombospondin motifs 1"
"http://purl.uniprot.org/uniprot/Q9UHL4"	"DPP2_HUMAN"	3	4.6	7.5	4	2.9	"Dipeptidyl peptidase 2"
"http://purl.uniprot.org/uniprot/Q9UHL9"	"GT2D1_HUMAN"	4	NA	NA	0	NA	"General transcription factor II-I repeat domain-containing protein 1"
"http://purl.uniprot.org/uniprot/Q9UHN1"	"DPOG2_HUMAN"	3	8	8	1	0	"DNA polymerase subunit gamma-2, mitochondrial"
"http://purl.uniprot.org/uniprot/Q9UHP7"	"CLC2D_HUMAN"	4	3.5	7	3	3.5	"C-type lectin domain family 2 member D"
"http://purl.uniprot.org/uniprot/Q9UHR4"	"BI2L1_HUMAN"	2	NA	NA	0	NA	"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1"
"http://purl.uniprot.org/uniprot/Q9UHX1"	"PUF60_HUMAN"	6	6	9.5	4	3.5	"Poly(U)-binding-splicing factor PUF60"
"http://purl.uniprot.org/uniprot/Q9UHX3"	"EMR2_HUMAN"	3	6.5	6.5	6	0	"Adhesion G protein-coupled receptor E2"
"http://purl.uniprot.org/uniprot/Q9UHY7"	"Q9UHY7_HUMAN"	2	7.5	8.5	3	1	"Enolase-phosphatase E1"
"http://purl.uniprot.org/uniprot/Q9UI42"	"CBPA4_HUMAN"	5	6.5	9	10	2.5	"Carboxypeptidase A4"
"http://purl.uniprot.org/uniprot/Q9UI95"	"MD2L2_HUMAN"	6	5.8	8.5	1	2.7	"Mitotic spindle assembly checkpoint protein MAD2B"
"http://purl.uniprot.org/uniprot/Q9UIC8"	"LCMT1_HUMAN"	3	6.5	8.2	9	1.7	"Leucine carboxyl methyltransferase 1"
"http://purl.uniprot.org/uniprot/Q9UIF7"	"MUTYH_HUMAN"	2	7.9	7.9	3	0	"Adenine DNA glycosylase"
"http://purl.uniprot.org/uniprot/Q9UIF8"	"BAZ2B_HUMAN"	21	5.9	7.8	23	1.9	"Bromodomain adjacent to zinc finger domain protein 2B"
"http://purl.uniprot.org/uniprot/Q9UIF9"	"BAZ2A_HUMAN"	5	6.5	8.4	6	1.9	"Bromodomain adjacent to zinc finger domain protein 2A"
"http://purl.uniprot.org/uniprot/Q9UII6"	"DUS13_HUMAN"	2	5	7.5	1	2.5	"Dual specificity protein phosphatase 13 isoform B"
"http://purl.uniprot.org/uniprot/Q9UIK4"	"DAK2_HUMAN"	2	4.8	7.4	2	2.6	"Death-associated protein kinase 2"
"http://purl.uniprot.org/uniprot/Q9UIK4"	"DAPK2_HUMAN"	5	7.4	8.5	6	1.1	"Death-associated protein kinase 2"
"http://purl.uniprot.org/uniprot/Q9UIS9"	"MBD1_HUMAN"	3	NA	NA	0	NA	"Methyl-CpG-binding domain protein 1"
"http://purl.uniprot.org/uniprot/Q9UIV1"	"CNOT7_HUMAN"	2	8	8.2	4	0.199999999999999	"CCR4-NOT transcription complex subunit 7"
"http://purl.uniprot.org/uniprot/Q9UJ41"	"RABX5_HUMAN"	6	5	8	3	3	"Rab5 GDP/GTP exchange factor"
"http://purl.uniprot.org/uniprot/Q9UJ71"	"CLC4K_HUMAN"	19	6	8	10	2	"C-type lectin domain family 4 member K"
"http://purl.uniprot.org/uniprot/Q9UJM3"	"ERRFI_HUMAN"	6	5	7.5	2	2.5	"ERBB receptor feedback inhibitor 1"
"http://purl.uniprot.org/uniprot/Q9UJM8"	"HAOX1_HUMAN"	5	7	7.5	6	0.5	"Hydroxyacid oxidase 1"
"http://purl.uniprot.org/uniprot/Q9UJV3"	"TRIM1_HUMAN"	2	NA	NA	1	NA	"Probable E3 ubiquitin-protein ligase MID2"
"http://purl.uniprot.org/uniprot/Q9UJW3"	"DNM3L_HUMAN"	3	7.5	9	2	1.5	"DNA (cytosine-5)-methyltransferase 3-like"
"http://purl.uniprot.org/uniprot/Q9UJX2"	"CDC23_HUMAN"	4	NA	NA	1	NA	"Cell division cycle protein 23 homolog"
"http://purl.uniprot.org/uniprot/Q9UJX3"	"APC7_HUMAN"	5	8	8	2	0	"Anaphase-promoting complex subunit 7"
"http://purl.uniprot.org/uniprot/Q9UJX4"	"APC5_HUMAN"	4	NA	NA	1	NA	"Anaphase-promoting complex subunit 5"
"http://purl.uniprot.org/uniprot/Q9UJX5"	"APC4_HUMAN"	4	NA	NA	1	NA	"Anaphase-promoting complex subunit 4"
"http://purl.uniprot.org/uniprot/Q9UJX6"	"ANC2_HUMAN"	3	NA	NA	1	NA	"Anaphase-promoting complex subunit 2"
"http://purl.uniprot.org/uniprot/Q9UJY5"	"GGA1_HUMAN"	20	4.5	9	7	4.5	"ADP-ribosylation factor-binding protein GGA1"
"http://purl.uniprot.org/uniprot/Q9UK05"	"GDF2_HUMAN"	3	6.5	7.5	3	1	"Growth/differentiation factor 2"
"http://purl.uniprot.org/uniprot/Q9UK17"	"KCND3_HUMAN"	2	10.5	10.6	3	0.0999999999999996	"Potassium voltage-gated channel subfamily D member 3"
"http://purl.uniprot.org/uniprot/Q9UK55"	"ZPI_HUMAN"	4	4.5	8.5	10	4	"Protein Z-dependent protease inhibitor"
"http://purl.uniprot.org/uniprot/Q9UK77"	"EST1_HUMAN"	2	5.5	5.5	7	0	NA
"http://purl.uniprot.org/uniprot/Q9UK80"	"UBP21_HUMAN"	3	5.3	7.4	6	2.1	"Ubiquitin carboxyl-terminal hydrolase 21"
"http://purl.uniprot.org/uniprot/Q9UKA1"	"FBXL5_HUMAN"	5	6.5	7.5	3	1	"F-box/LRR-repeat protein 5"
"http://purl.uniprot.org/uniprot/Q9UKA9"	"PTBP2_HUMAN"	2	NA	NA	3	NA	"Polypyrimidine tract-binding protein 2"
"http://purl.uniprot.org/uniprot/Q9UKF6"	"CPSF3_HUMAN"	2	6.5	6.5	3	0	"Cleavage and polyadenylation specificity factor subunit 3"
"http://purl.uniprot.org/uniprot/Q9UKG1"	"DP13A_HUMAN"	7	5	8	1	3	"DCC-interacting protein 13-alpha"
"http://purl.uniprot.org/uniprot/Q9UKJ0"	"PILRB_HUMAN"	2	7.5	8.5	2	1	"Paired immunoglobulin-like type 2 receptor beta"
"http://purl.uniprot.org/uniprot/Q9UKK6"	"NXT1_HUMAN"	2	6.8	6.8	1	0	"NTF2-related export protein 1"
"http://purl.uniprot.org/uniprot/Q9UKK9"	"NUDT5_HUMAN"	7	4.5	8	9	3.5	"ADP-sugar pyrophosphatase"
"http://purl.uniprot.org/uniprot/Q9UKL0"	"RCOR1_HUMAN"	26	5.6	6.5	18	0.9	"REST corepressor 1"
"http://purl.uniprot.org/uniprot/Q9UKL6"	"PPCT_HUMAN"	3	5.5	5.7	3	0.2	"Phosphatidylcholine transfer protein"
"http://purl.uniprot.org/uniprot/Q9UKM7"	"MA1B1_HUMAN"	4	6.5	7	7	0.5	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"http://purl.uniprot.org/uniprot/Q9UKN5"	"PRDM4_HUMAN"	2	6.5	6.5	2	0	"PR domain zinc finger protein 4"
"http://purl.uniprot.org/uniprot/Q9UKT4"	"FBX5_HUMAN"	2	NA	NA	1	NA	"F-box only protein 5"
"http://purl.uniprot.org/uniprot/Q9UKT5"	"FBX4_HUMAN"	2	6.2	8	1	1.8	"F-box only protein 4"
"http://purl.uniprot.org/uniprot/Q9UKV5"	"AMFR2_HUMAN"	11	7	8.5	3	1.5	"E3 ubiquitin-protein ligase AMFR"
"http://purl.uniprot.org/uniprot/Q9UKV8"	"AGO2_HUMAN"	11	8	9	12	1	"Protein argonaute-2"
"http://purl.uniprot.org/uniprot/Q9UKX7"	"NUP50_HUMAN"	2	6.5	6.5	1	0	"Nuclear pore complex protein Nup50"
"http://purl.uniprot.org/uniprot/Q9UKY1"	"ZHX1_HUMAN"	4	5.6	5.6	3	0	"Zinc fingers and homeoboxes protein 1"
"http://purl.uniprot.org/uniprot/Q9UL15"	"BAG5_HUMAN"	2	8	8	2	0	"BAG family molecular chaperone regulator 5"
"http://purl.uniprot.org/uniprot/Q9UL18"	"I2C1_HUMAN"	2	7.6	7.6	1	0	"Protein argonaute-1"
"http://purl.uniprot.org/uniprot/Q9UL18"	"AGO1_HUMAN"	3	8	9	1	1	"Protein argonaute-1"
"http://purl.uniprot.org/uniprot/Q9UL25"	"RAB21_HUMAN"	5	4.5	8	4	3.5	"Ras-related protein Rab-21"
"http://purl.uniprot.org/uniprot/Q9UL40"	"ZN346_HUMAN"	2	NA	NA	1	NA	"Zinc finger protein 346"
"http://purl.uniprot.org/uniprot/Q9UL51"	"HCN2_HUMAN"	2	4.6	4.6	2	0	"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2"
"http://purl.uniprot.org/uniprot/Q9ULH1"	"ASAP1_HUMAN"	2	NA	NA	0	NA	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
"http://purl.uniprot.org/uniprot/Q9ULH1"	"DDEF1_HUMAN"	2	NA	NA	0	NA	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
"http://purl.uniprot.org/uniprot/Q9ULI3"	"HEG1_HUMAN"	2	4	8.5	4	4.5	"Protein HEG homolog 1"
"http://purl.uniprot.org/uniprot/Q9ULT8"	"HECD1_HUMAN"	3	6.5	6.5	1	0	"E3 ubiquitin-protein ligase HECTD1"
"http://purl.uniprot.org/uniprot/Q9ULV0"	"MYO5B_HUMAN"	4	7	8	6	1	"Unconventional myosin-Vb"
"http://purl.uniprot.org/uniprot/Q9ULV8"	"CBLC_HUMAN"	6	7	7.5	4	0.5	"E3 ubiquitin-protein ligase CBL-C"
"http://purl.uniprot.org/uniprot/Q9ULW0"	"TPX2_HUMAN"	3	5.5	6.9	5	1.4	"Targeting protein for Xklp2"
"http://purl.uniprot.org/uniprot/Q9ULY5"	"CLC4E_HUMAN"	2	4	6.5	3	2.5	"C-type lectin domain family 4 member E"
"http://purl.uniprot.org/uniprot/Q9ULZ2"	"STAP1_HUMAN"	2	5	5	2	0	"Signal-transducing adaptor protein 1"
"http://purl.uniprot.org/uniprot/Q9ULZ3"	"ASC_HUMAN"	3	NA	NA	0	NA	"Apoptosis-associated speck-like protein containing a CARD"
"http://purl.uniprot.org/uniprot/Q9UM07"	"PADI4_HUMAN"	12	8	8	8	0	"Protein-arginine deiminase type-4"
"http://purl.uniprot.org/uniprot/Q9UM13"	"APC10_HUMAN"	5	7.2	7.2	3	0	"Anaphase-promoting complex subunit 10"
"http://purl.uniprot.org/uniprot/Q9UM54"	"MYO6_HUMAN"	5	NA	NA	0	NA	"Unconventional myosin-VI"
"http://purl.uniprot.org/uniprot/Q9UM73"	"ALK_HUMAN"	45	5.3	8.5	29	3.2	"ALK tyrosine kinase receptor"
"http://purl.uniprot.org/uniprot/Q9UMF0"	"ICAM5_HUMAN"	4	5.6	8.5	5	2.9	"Intercellular adhesion molecule 5"
"http://purl.uniprot.org/uniprot/Q9UMN6"	"MLL4_HUMAN"	2	7.6	8.5	1	0.9	"Histone-lysine N-methyltransferase 2B"
"http://purl.uniprot.org/uniprot/Q9UMR2"	"DD19B_HUMAN"	6	4.5	9.5	5	5	"ATP-dependent RNA helicase DDX19B"
"http://purl.uniprot.org/uniprot/Q9UMS0"	"NFU1_HUMAN"	2	NA	NA	0	NA	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
"http://purl.uniprot.org/uniprot/Q9UMT8"	"MDM2_HUMAN"	2	5.5	9.5	3	4	NA
"http://purl.uniprot.org/uniprot/Q9UMX0"	"UBQL1_HUMAN"	3	NA	NA	0	NA	"Ubiquilin-1"
"http://purl.uniprot.org/uniprot/Q9UMX1"	"SUFU_HUMAN"	10	6	7.5	5	1.5	"Suppressor of fused homolog"
"http://purl.uniprot.org/uniprot/Q9UN19"	"DAPP1_HUMAN"	2	7	7	3	0	"Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide"
"http://purl.uniprot.org/uniprot/Q9UN36"	"NDRG2_HUMAN"	3	NA	NA	6	NA	"Protein NDRG2"
"http://purl.uniprot.org/uniprot/Q9UN37"	"VPS4A_HUMAN"	3	NA	NA	0	NA	"Vacuolar protein sorting-associated protein 4A"
